cite,jac,jac_match,lev,lev_match,partial,partial_match,ria,sor,sor_match,source,type,citeulike
Independent Report on the Healthy NY Program for Calendar Year,0.16000000000000006,Independent Report on the Health NY Program for Calendar Year 2010,0.09090909090909093,Independent Report on the Health NY Program for Calendar Year 2010,0.020000000000000014,Independent Report on the Health NY Program for Calendar Year 2010,0938-AR25,0.08695652173913049,Independent Report on the Health NY Program for Calendar Year 2010,pc,,no match
Medicare  Medicaid Services quotAnnouncement of Calendar Year CY,0.3939393939393939,Announcement of Calendar Year 2012 Medicare Advantage Capitation Rates and Medicare Advantage and Part D Payment Policies and Final Call Letter,0.671875,Medicaid Managed Care Encounter Data Collection and Use,0.5,Trend Data,0938-AR25,0.2452830188679245,Announcement of Calendar Year 2012 Medicare Advantage Capitation Rates and Medicare Advantage and Part D Payment Policies and Final Call Letter,pc,,no match
Employer Health Benefits,0.28,Employer Health Benefits 2010 Annual Survey,0.4418604651162791,Employer Health Benefits 2010 Annual Survey,0.0,Employer Health Benefits 2010 Annual Survey,0938-AR25,0.16279069767441856,Employer Health Benefits 2010 Annual Survey,pc,,no match
Does major illness cause financial catastrophequot,0.05263157894736848,Does major illness cause financial catastrophe,0.08,Does major illness cause financial catastrophe,0.0,Does major illness cause financial catastrophe,0938-AR25,0.027027027027026973,Does major illness cause financial catastrophe,pc,,10.1111/j.1475-6773.2009.01049.
Cost and Funding Considerations for a Statewide AllPayer Claims Database APCD quot,0.040000000000000036,Cost and Funding Considerations for a Statewide AllPayer Claims Database,0.12195121951219512,Cost and Funding Considerations for a Statewide AllPayer Claims Database,0.0,Cost and Funding Considerations for a Statewide AllPayer Claims Database,0938-AR25,0.020408163265306145,Cost and Funding Considerations for a Statewide AllPayer Claims Database,pc,,no match
Katherine Baicker and The Oregon Health Study Group quotThe Oregon Health Insurance Experiment Evidence from the First Yearquot,0.2058823529411765,The Oregon Health Insurance Experiment Evidence from the First Year,0.4724409448818898,The Oregon Health Insurance Experiment Evidence from the First Year,0.0,The Oregon Health Insurance Experiment Evidence from the First Year,0938-AR25,0.11475409836065575,The Oregon Health Insurance Experiment Evidence from the First Year,pc,,no match
Generosity and adjusted premiums in jobbased insurance Hawaii is up Wyoming is downquot,0.04347826086956519,Generosity and adjusted premiums in jobbased insurance Hawaii is up Wyoming is down,0.045977011494252866,Generosity and adjusted premiums in jobbased insurance Hawaii is up Wyoming is down,0.0,Generosity and adjusted premiums in jobbased insurance Hawaii is up Wyoming is down,0938-AR25,0.022222222222222254,Generosity and adjusted premiums in jobbased insurance Hawaii is up Wyoming is down,pc,,no match
Patient Protection and Affordable Care Act PPACA Long Term Costs for Gvoernments Employers Families and Providersquot Staff Working Paper,0.15625,Patient Protection and Affordable Care Act PPACA Long Term Costs for Governments Employers Families and Providers,0.1897810218978102,Patient Protection and Affordable Care Act PPACA Long Term Costs for Governments Employers Families and Providers,0.010000000000000007,Patient Protection and Affordable Care Act PPACA Long Term Costs for Governments Employers Families and Providers,0938-AR25,0.0847457627118644,Patient Protection and Affordable Care Act PPACA Long Term Costs for Governments Employers Families and Providers,pc,,no match
Race and insurance status as risk factors for trauma mortalityquot,0.05263157894736848,Race and insurance status as risk factors for trauma mortality,0.060606060606060615,Race and insurance status as risk factors for trauma mortality,0.0,Race and insurance status as risk factors for trauma mortality,0938-AR25,0.027027027027026973,Race and insurance status as risk factors for trauma mortality,pc,,no match
Care without coverage too little too late,0.0,Care without coverage too little too late,0.0,Care without coverage too little too late,0.0,Care without coverage too little too late,0938-AR25,0.0,Care without coverage too little too late,pc,Other,no match
The impact of health insurance on healthquot,0.05555555555555558,The impact of health insurance on health,0.09090909090909093,The impact of health insurance on health,0.0,The impact of health insurance on health,0938-AR25,0.02857142857142858,The impact of health insurance on health,pc,,no match
of Health Care Finance and Policy quot2009 Annual Report Health Safety Netquot,0.25,2009 Annual Report Health Safety Net,0.5384615384615384,2009 Annual Report Health Safety Net,0.0,2009 Annual Report Health Safety Net,0938-AR25,0.1428571428571429,2009 Annual Report Health Safety Net,pc,,no match
AllPayer Claims Databases Robert Woods Johnson Foundation,0.2857142857142857,Cost and Funding Considerations for a Statewide AllPayer Claims Database,0.5614035087719298,AllPayer Claims Databases,0.0,AllPayer Claims Databases,0938-AR25,0.16666666666666666,Cost and Funding Considerations for a Statewide AllPayer Claims Database,pc,,no match
Office of External Affairs and Beneficiary Services Unpublished quotFY,0.3529411764705882,The Oregon Health Insurance Experiment Evidence from the First Year,0.7285714285714285,Employer Health Benefits 2010 Annual Survey,0.55,The impact of health insurance on health,0938-AR25,0.2142857142857143,The Oregon Health Insurance Experiment Evidence from the First Year,pc,,no match
Office of the Inspector General Medicaid Managed Care Encounter Data Collection and Use,0.24,Medicaid Managed Care Encounter Data Collection and Use,0.36781609195402293,Medicaid Managed Care Encounter Data Collection and Use,0.0,Medicaid Managed Care Encounter Data Collection and Use,0938-AR25,0.13636363636363635,Medicaid Managed Care Encounter Data Collection and Use,pc,,no match
Reinsurance How States Can Make Health Coverage More Affordable for Employers and Workers Commonwealth Fund,0.03125,Reinsurance How States Can Make Health Coverage More Affordable for Employers and Workers,0.16822429906542055,Reinsurance How States Can Make Health Coverage More Affordable for Employers and Workers,0.0,Reinsurance How States Can Make Health Coverage More Affordable for Employers and Workers,0938-AR25,0.015873015873015928,Reinsurance How States Can Make Health Coverage More Affordable for Employers and Workers,pc,,no match
Healthy New York Making Insurance More Affordable for LowIncome Workers The Commonwealth Fund,0.125,Health New York Making Insurance More Affordable for LowIncome Workers,0.24731182795698925,Health New York Making Insurance More Affordable for LowIncome Workers,0.020000000000000014,Health New York Making Insurance More Affordable for LowIncome Workers,0938-AR25,0.06666666666666665,Health New York Making Insurance More Affordable for LowIncome Workers,pc,,no match
Massachusetts Health Care Reform—NearUniversal Coverage at What Costquot,0.1428571428571429,Massachusetts Health Care Reform  NearUniversal Coverage at What Cost,0.0945945945945946,Massachusetts Health Care Reform  NearUniversal Coverage at What Cost,0.05000000000000005,Massachusetts Health Care Reform  NearUniversal Coverage at What Cost,0938-AR25,0.07692307692307687,Massachusetts Health Care Reform  NearUniversal Coverage at What Cost,pc,,no match
Department of Energy,0.48,Designing Environmental Policy Lessons from the Regulation of Mercury Emissions,0.810126582278481,Designing Environmental Policy Lessons from the Regulation of Mercury Emissions,0.45,Designing Environmental Policy Lessons from the Regulation of Mercury Emissions,1904-AB59,0.3157894736842105,Designing Environmental Policy Lessons from the Regulation of Mercury Emissions,pc,,no match
Department of Energy Office of General Counsel GC–72 1000 Independence Avenue,0.4571428571428572,Applying Cost Analyses to Drive Policy that Protects Children,0.7364341085271318,2006 Report to Congress on the Costs and Benefits of Federal Regulations and Unfunded Mandates on State Local and Tribal Entities,0.54,Annual Energy Outlook 2007,1904-AB59,0.2962962962962963,Applying Cost Analyses to Drive Policy that Protects Children,pc,,no match
Report to Congress on the Costs and Benefits of Federal Regulations and Unfunded Mandates on State Local and Tribal Entities Office of Management and Budget Office of Information and Regulatory Affairs,0.2222222222222222,2006 Report to Congress on the Costs and Benefits of Federal Regulations and Unfunded Mandates on State Local and Tribal Entities,0.4079601990049751,2006 Report to Congress on the Costs and Benefits of Federal Regulations and Unfunded Mandates on State Local and Tribal Entities,0.040000000000000036,2006 Report to Congress on the Costs and Benefits of Federal Regulations and Unfunded Mandates on State Local and Tribal Entities,1904-AB59,0.125,2006 Report to Congress on the Costs and Benefits of Federal Regulations and Unfunded Mandates on State Local and Tribal Entities,pc,,no match
Applying Cost Analyses to Drive Policy that Protects Children’’,0.125,Applying Cost Analyses to Drive Policy that Protects Children,0.08955223880597014,Applying Cost Analyses to Drive Policy that Protects Children,0.0,Applying Cost Analyses to Drive Policy that Protects Children,1904-AB59,0.06666666666666665,Applying Cost Analyses to Drive Policy that Protects Children,pc,,no match
36 Ted Gayer and Robert Hahn Designing Environmental Policy Lessons from the Regulation of Mercury Emissions Regulatory Analysis 05–01 AEIBrookings Joint Center For Regulatory Studies Small Business Administration for review,0.4285714285714286,2006 Report to Congress on the Costs and Benefits of Federal Regulations and Unfunded Mandates on State Local and Tribal Entities,0.6504424778761062,Designing Environmental Policy Lessons from the Regulation of Mercury Emissions,0.0,Designing Environmental Policy Lessons from the Regulation of Mercury Emissions,1904-AB59,0.2727272727272727,2006 Report to Congress on the Costs and Benefits of Federal Regulations and Unfunded Mandates on State Local and Tribal Entities,pc,,no match
Reasons for the Proposed Rule Part A–1 of Title III of EPCA addresses the energy efficiency of certain types of commercial and industrial equipment,0.4242424242424242,Applying Cost Analyses to Drive Policy that Protects Children,0.7248322147651006,2006 Report to Congress on the Costs and Benefits of Federal Regulations and Unfunded Mandates on State Local and Tribal Entities,0.5700000000000001,2006 Report to Congress on the Costs and Benefits of Federal Regulations and Unfunded Mandates on State Local and Tribal Entities,1904-AB59,0.2692307692307693,Applying Cost Analyses to Drive Policy that Protects Children,pc,,no match
Section 136c 42 USC 6313c4A Hence DOE is proposing in today’s notice energy conservation standards for commercial icecream freezers selfcontained commercial refrigerators commercial freezers and commercial refrigeratorfreezers without doors and remote condensing commercial refrigerators commercial freezers and commercial refrigeratorfreezers 2 Objectives of and Legal Basis for the Proposed Rule methodology used in DOE’s manufacturer impact analysis and its analysis of smallbusiness impacts,0.4375,2006 Report to Congress on the Costs and Benefits of Federal Regulations and Unfunded Mandates on State Local and Tribal Entities,0.8192771084337349,2006 Report to Congress on the Costs and Benefits of Federal Regulations and Unfunded Mandates on State Local and Tribal Entities,0.5700000000000001,2006 Report to Congress on the Costs and Benefits of Federal Regulations and Unfunded Mandates on State Local and Tribal Entities,1904-AB59,0.28,2006 Report to Congress on the Costs and Benefits of Federal Regulations and Unfunded Mandates on State Local and Tribal Entities,pc,,no match
